id;pytanie
96;96. Proszę omówić – na podstawie przepisów Kodeksu cywilnego - różnicę pomiędzy umową spedycji pośredniej i bezpośredniej. Proszę opisać charakter w/w umów oraz wskazać, kto jest stroną umowy przewozu w zależności od treści umowy spedycji. Ponadto, proszę omówić różnice pomiędzy umową przewozu i spedycji wraz ze wskazaniem przykładów czynności określających jeden lub drugi rodzaj umowy. 
97;97. Jako radca prawny proszę udzielić klientowi świadczącemu usługi z zakresu umowy spedycji informacji na temat ustawowego prawa zastawu na przesyłce. Proszę wskazać sytuacje, w których jest to możliwe. Ponadto, proszę omówić odpowiedzialność spedytora za działania przewoźnika, którym posługuje się przy wykonywaniu umowy i dalszych spedytorów, ze wskazaniem terminu przedawnienia roszeń oraz zasad dochodzenia roszczeń regresowych.
98;98. Proszę omówić status prawny spółdzielni oraz  podać jej definicję, wymienić jej cechy i podstawy prawne działania. 
99;99. Jako radca prawny proszę udzielić klientowi wyczerpującej informacji na temat trybu zakładania i rejestrowania spółdzielni oraz trybu uchwalania statutu i jego zmian, a także treści statutu - w świetle przepisów ustawy Prawo spółdzielcze i ustawy o spółdzielniach mieszkaniowych.
100;100. Jako radca prawny proszę udzielić klientowi wyczerpującej informacji na temat członkostwa w spółdzielni w świetle ustawy Prawo spółdzielcze, a w szczególności warunków nabycia członkostwa w spółdzielni przez założycieli spółdzielni, przez nabywających członkostwo z mocy prawa i przez przystępujących do spółdzielni. 
101;101. Proszę udzielić klientowi, który rozważa przystąpienie do spółdzielni informacji prawnej dotyczącej praw i obowiązków członka spółdzielni oraz skutków niewykonywania przez członka spółdzielni obowiązków statutowych - w świetle ustawy Prawo spółdzielcze (z wyłączeniem szczególnych praw i obowiązków członków spółdzielni produkcji rolnej i spółdzielni pracy).
102;102. Proszę udzielić klientowi informacji prawnej dotyczącej powstania i ustania członkostwa w spółdzielni w świetle ustawy Prawo spółdzielcze i ustawy o spółdzielniach mieszkaniowych. Ponadto, proszę udzielić klientowi porady prawnej dotyczącej prawnych uwarunkowań realizacji jego uprawnień majątkowych wynikających z ustania jego członkostwa w spółdzielni.
103;103. Proszę udzielić klientowi informacji prawnej dotyczącej zasad postępowania wewnątrzspółdzielczego, w świetle ustawy Prawo spółdzielcze, a w szczególności wskazać, z jakich środków odwoławczych może on skorzystać, jako członek spółdzielni, w przypadku podjęcia uchwały w sprawie wykluczenia lub wykreślenia go ze spółdzielni, jeżeli organem właściwym w sprawie wykluczenia albo wykreślenia członka ze spółdzielni jest - zgodnie z postanowieniami statutu - rada nadzorcza. 
104;104. Walne zgromadzenie spółdzielni w świetle ustawy Prawo spółdzielcze i ustawy o spółdzielniach mieszkaniowych - proszę wskazać kompetencje tego organu, omówić zasady zwoływania oraz podać różnice w uregulowaniach dotyczących tego organu spółdzielni wynikające z ww. ustaw.
105;105. Uchwały walnego zgromadzenia (zebrania przedstawicieli) spółdzielni w świetle ustawy Prawo spółdzielcze - proszę omówić zasady ich podejmowania, wymienić sprawy, w których wymagana jest kwalifikowana większość do podjęcia uchwał przez ten organ, możliwość zmieniania i ich zaskarżania. Proszę wskazać właściwość sądu, terminy i przesłanki do wniesienia  powództwa o stwierdzenie uchwały  za nieistniejącą, nieważną lub powództwa o uchylenie uchwały walnego zgromadzenia.
106;106. Jako radca prawny proszę przedstawić swojemu klientowi cechy wyróżniające spółdzielnię mieszkaniową od innych spółdzielni, w szczególności proszę omówić przedmiot działalności, podać organy spółdzielni mieszkaniowej i krąg podmiotów, które są lub mogą być członkami spółdzielni mieszkaniowej.
107;107. Proszę udzielić klientowi wyczerpującej informacji prawnej dotyczącej istniejących rodzajów praw do lokali, w świetle ustawy o spółdzielniach mieszkaniowych. 
108;108. Rada nadzorcza spółdzielni w świetle ustawy Prawo spółdzielcze oraz ustawy  o spółdzielniach mieszkaniowych - proszę wskazać kompetencje organu oraz różnice w uregulowaniach dotyczących rady nadzorczej wynikające z ww. ustaw.
109;109. Proszę udzielić klientowi, będącemu członkiem spółdzielni mieszkaniowej ubiegającym się o ustanowienie odrębnej własności lokalu, informacji prawnej dotyczącej trybu zawarcia oraz wymaganej treści umowy o budowę lokalu, a także proszę wyjaśnić mu kwestię ekspektatywy prawa odrębnej własności lokalu. 
110;110. Proszę omówić przypadki, w których spółdzielnia może ustanowić spółdzielcze lokatorskie prawo do lokalu mieszkalnego, a także omówić przypadki wygaśnięcia spółdzielczego lokatorskiego prawa do lokalu.
111;111. Umowa o budowę lokalu z członkiem spółdzielni ubiegającym się o ustanowienie spółdzielczego lokatorskiego prawa do lokalu mieszkalnego - proszę podać strony umowy, jej formę oraz postanowienia, jakie winna zawierać.
112;112. Jako radca prawny proszę wyjaśnić klientowi pojęcie „utworu”, jako przedmiotu prawa autorskiego.
113;113. Jako radca prawny proszę wyjaśnić klientowi pojęcie „autorskich praw osobistych”.
114;114. Jako radca prawny proszę wyjaśnić klientowi pojęcie „autorskich praw majątkowych”.
115;115. Jako radca prawny proszę wyjaśnić klientowi zakres dozwolonego użytku chronionych utworów i wskazać jego rodzaje.
116;116. Proszę wskazać i krótko omówić podstawy przejścia na inne osoby autorskich praw majątkowych.
117;117. Jako radca prawny proszę wyjaśnić klientowi pojęcie „odrębnego pola eksploatacji” w rozumieniu ustawy o prawie autorskim i prawach pokrewnych.
118;118. Jako radca prawny proszę wskazać klientowi elementy umowy o przeniesienie autorskich praw majątkowych.
119;119. Jako radca prawny proszę wskazać klientowi elementy umowy licencyjnej – w świetle ustawy o prawie autorskim i prawach pokrewnych.
120;120. Jako radca prawny proszę wyjaśnić klientowi problematykę licencji wyłącznej i niewyłącznej, w świetle ustawy o prawie autorskim i prawach pokrewnych.
121;121. Jako radca prawny proszę wyjaśnić klientowi zasady ochrony autorskich praw osobistych, w świetle ustawy o prawie autorskim i prawach pokrewnych.
122;122. Jako radca prawny proszę wyjaśnić klientowi zasady ochrony autorskich praw majątkowych, w świetle ustawy o prawie autorskim i prawach pokrewnych.
123;123. Jako radca prawny proszę przedstawić klientowi problematykę ochrony wizerunku, uregulowaną w ustawie o prawie autorskim i prawach pokrewnych.
124;124. Proszę omówić współtwórstwo utworu, relacje prawne między współtwórcami oraz rodzaje utworów wspólnych.
125;125. Proszę omówić problematykę utworów pracowniczych, w tym odrębności dotyczące utworów naukowych i programistycznych. 
126;126. Jako radca prawny proszę przedstawić klientowi problematykę czasu trwania autorskich praw majątkowych. 
127;127. Jako radca prawny proszę przedstawić klientowi problematykę praw autorskich do programów komputerowych.
128;128. Do radcy prawnego zgłosił się klient, który chce skorzystać z usług księgowości świadczonych on – line. Pyta, czy powinien otrzymać regulamin świadczenia tych usług oraz jakich innych informacji powinien mu udzielić usługodawca. Proszę udzielić porady prawnej, jakie obowiązki wobec odbiorców ma usługodawca świadczący usługi drogą elektroniczną. 
129;129. Klient radcy prawnego nakręcił krótki film, o charakterze prywatnym, który następnie został umieszczony na portalu internetowym bez jego zgody. Proszę udzielić porady prawnej, czy za bezprawne przechowywanie filmu odpowiada, zgodnie z ustawą o świadczeniu usług drogą elektroniczną, podmiot świadczący usługi hostingu? 
130;130. Proszę wskazać, jakie - według ustawy o świadczeniu usług drogą elektroniczną - dane osobowe usługobiorcy, niezbędne do nawiązania, ukształtowania treści, zmiany lub rozwiązania stosunku prawnego, może przetwarzać usługodawca.
131;131. Jako radca prawny proszę wyjaśnić klientowi, który zamierza świadczyć usługi drogą elektroniczną, co powinien zawierać regulamin świadczenia usług, zgodnie z ustawą o świadczeniu usług drogą elektroniczną?
132;132. Do radcy prawnego zgłosił się klient, któremu do skrzynki pocztowej włożono ulotki z informacjami o dostawcy mediów. Klient uważa, że jest to niezamówiona informacja handlowa w rozumieniu ustawy o świadczeniu usług drogą elektroniczną, gdyż dotyczy m.in. usług dostępu do Internetu. Proszę wyjaśnić klientowi pojęcie niezamówionej informacji handlowej w rozumieniu ww. ustawy. 
133;133. Jako radca prawny proszę wyjaśnić klientowi niezadowolonemu z otrzymywania mailowych informacji handlowych, na które nie wyraził zgody, czy nadawca podlega odpowiedzialności karnej i na jakich zasadach. 
134;134. Jako radca prawny proszę wyjaśnić klientowi, na czym polega świadczenie usługi drogą elektroniczną w rozumieniu ustawy o świadczeniu usług drogą elektroniczną. Czy obsługa prawna klienta, świadczona w ten sposób, że radca prawny dwa razy w tygodniu po cztery godziny jest u klienta, a w pozostałym czasie odbiera od niego maile i odpowiada na nie, podlega wymogom tej ustawy?
135;135. Proszę określić materialny zakres zastosowania RODO. Proszę wskazać przypadki przetwarzania danych osobowych, do których RODO nie ma zastosowania.
136;136. Jako radca prawny proszę wyjaśnić klientowi, w jaki sposób definiowana jest „zgoda” na przetwarzanie danych osobowych w RODO oraz wyjaśnić, na czym polega możliwość wyrażenia zgody poprzez zaznaczenie tzw. „okienka wyboru”.
137;137. Proszę omówić podstawy przetwarzania danych osobowych, z wyłączeniem podstaw przetwarzania szczególnych kategorii danych.
138;138. Proszę omówić pojęcie „szczególnych kategorii danych osobowych” w świetle RODO. Czy w przypadku, gdy osoba, której dane dotyczą, wyrazi zgodę na przetwarzanie np. danych genetycznych, mogą być one przetwarzane, a jeśli tak, to na jakich zasadach.
139;139. Proszę udzielić administratorowi danych osobowych porady prawnej dotyczącej tego, jakich informacji musi udzielić on osobie, od której zbiera jej dane osobowe i w jaki sposób powinien to zrobić .
140;140. Jako radca prawny proszę udzielić klientowi porady prawnej określającej sposób postępowania administratora, planującego przetwarzanie danych osobowych w celu innym, niż cel w kto rym dane zostały zebrane. 
141;141. Jako radca prawny proszę wyjaśnić klientowi, na czym polega wynikające z RODO „prawo do bycia zapomnianym”. Czy ze względu na interes publiczny w dziedzinie zdrowia publicznego administrator może odmówić usunięcia danych osobowych?
142;142. Proszę omówić zasady korzystania przez osobę, której dane osobowe są przetwarzane, z przysługującego jej - na mocy RODO - prawa do sprzeciwu. Proszę wyjaśnić , jaki będzie skutek wniesienia sprzeciwu wobec przetwarzania danych do celów marketingu bezpośredniego przez osobę, której dane dotyczą.
143;143. Proszę omówić – uregulowaną w RODO – problematykę rejestrowania czynności przetwarzania danych osobowych, w tym wskazać podmiot zobowiązany do prowadzenia rejestru oraz niezbędne informacje, które rejestr ten musi zawierać .
144;144. Proszę omówić wymagania RODO, dotyczące zgłaszania przypadków w naruszenia ochrony danych osobowych. Czy administrator ma obowiązek dokumentować przypadki naruszenia ochrony danych osobowych, a jeżeli tak, to w jakim celu?
145;145. Proszę wskazać przypadki, w których - wedle RODO - administrator ma obowiązek poinformowania osoby, kto rej dane dotyczą, o naruszeniu ochrony danych osobowych. Czy w przypadku, kiedy zawiadomienie osoby, której dane dotyczą, o naruszeniu ochrony danych osobowych, będzie powodowało konieczność niewspółmiernie dużego wysiłku, administrator ma obowiązek zawiadomienia jej, czy tez może skorzystać z innych form komunikacji.
146;146. Proszę omówić wskazane w RODO zasady wnoszenia skargi do organu nadzorczego, a w szczególności wskazać, komu i w jakich sytuacjach przyznana została możliwość jej wnoszenia.
147;147. Proszę omówić na jakich zasadach i komu w świetle RODO przysługuje ochrona prawna przed sądem przeciwko administratorowi lub podmiotowi przetwarzającemu. Proszę omówić kwestię właściwości miejscowej sądu w przypadku, gdy administrator lub podmiot przetwarzający są podmiotami publicznymi państwa członkowskiego i wykonują swoje uprawnienia publiczne.
148;148. Proszę udzielić klientom, tj. administratorowi oraz podmiotowi przetwarzającemu dane osobowe, informacji prawnej dotyczącej zasad ich odpowiedzialności cywilnoprawnej na gruncie RODO.
149;149. Jako radca prawny proszę udzielić klientowi informacji prawnej dotyczącej warunków i zasad nakładania pieniężnych kar administracyjnych z tytułu naruszenia przepisów RODO.
150;150. Jako radca prawny proszę wyjaśnić klientowi, w jakich sytuacjach i w jaki sposób może skorzystać z prawa do przenoszenia danych osobowych.
151;151. Jako radca prawny proszę wyjaśnić klientowi, na czym polega powierzenie przetwarzania danych osobowych, w tym omówić podstawy powierzenia przetwarzania, treść umowy o powierzenie przetwarzania danych osobowych oraz zasady dalszego podpowierzenia danych osobowych.
152;152. Proszę wyjaśnić swojemu klientowi, w jakich przypadkach jako administrator danych osobowych oraz podmiot przetwarzający dane osobowe musi wyznaczyć inspektora ochrony danych, a w jakich przypadkach wyznaczanie Inspektora ochrony danych jest fakultatywne.
153;153. Proszę udzielić swojemu klientowi informacji na temat statusu oraz zadań inspektora ochrony danych.
154;154. Proszę opisać swojemu klientowi przypadki naruszenia danych osobowych oraz przedstawić sposób postępowania w związku z naruszeniem ochrony danych osobowych, który przewiduje RODO.
155;155. Proszę wyjaśnić swojemu klientowi, w jakich przypadkach powinien zawiadomić Prezesa UODO o naruszeniu ochrony danych osobowych, a także jaka powinna być forma i treść tego zawiadomienia.
156;156. Proszę wyjaśnić swojemu klientowi przebieg postępowania w sprawie naruszenia przepisów o ochronie danych osobowych, o którym mowa w ustawie o ochronie danych osobowych.
157;157. Proszę udzielić swojemu klientowi informacji prawnej na temat wynikających z RODO ogólnych zasad przetwarzania danych osobowych.
158;158. Proszę wyjaśnić swojemu klientowi, jakie są warunki skuteczności zgody na przetwarzanie danych osobowych.
159;159. Proszę wyjaśnić swojemu klientowi, czym są szczególne kategorie danych osobowych. 
160;160. Proszę wyjaśnić swojemu klientowi, czym są dane genetyczne i biometryczne oraz przedstawić mu zasady przetwarzania takich danych.
161;161. Proszę przedstawić klientowi - w świetle przepisów RODO - warunki wyrażenia przez dziecko zgody na przetwarzanie jego danych osobowych.
162;162. Proszę omówić, z jakich rejestrów składa się Krajowy Rejestr Sądowy oraz wskazać ogólne przesłanki, terminy powstania obowiązku zgłoszenia do KRS i uzyskania wpisu w Rejestrze. Proszę podać przykładowe zdarzenia prawne, determinujące powstanie obowiązku rejestrowego.
163;163. Proszę wymienić rodzaje (typy) podmiotów, na które przepisy ustaw nakładają obowiązek uzyskania wpisu do Krajowego Rejestru Sądowego, z uwzględnieniem poszczególnych rejestrów.
164;164. Proszę omówić zasadnicze funkcje Centralnej Informacji Krajowego Rejestru Sądowego oraz zasady udostępniania danych oraz akt rejestrowych podmiotów wpisanych do Krajowego Rejestru Sądowego (jawność rejestrów, ewentualne ograniczenia jawności).
165;165. Proszę przedstawić klientowi przebieg postępowania w sprawach z wniosku o wpis do rejestru przedsiębiorców w Krajowego Rejestru Sądowego, w tym formalne wymogi wniosku o wpis do Krajowego Rejestru Sądowego oraz konsekwencje ich niedochowania.
166;166. Proszę udzielić klientowi porady prawnej, dotyczącej możliwości podniesienia przez podmiot wpisany do KRS zarzutu nieprawdziwości wpisanych w nim danych.
167;167. Proszę omówić środki stosowane przez sąd rejestrowy i tryb postępowania w razie stwierdzenia, z e wniosek o wpis do KRS lub dokumenty, których złożenie jest obowiązkowe, nie zostały złożone pomimo upływu terminu. Powyższe zagadnienie proszę omówić na przykładzie sytuacji, kiedy spółka zmieniła adres, ale nie złożyła wniosku bo wpis zmian do KRS, a sąd rejestrowy dowiedział się o zmianie adresu z innego źródła (z pisma wspólnika).
168;168. Proszę omówić zasady postępowania przymuszającego prowadzonego przez sąd rejestrowy z urzędu, na przykładzie sytuacji, gdy były wspólnik spółki z o.o., który zbył swoje udziały, zawiadomił pisemnie sąd rejestrowy o tym, że spółka nie wykonała obowiązku złożenia wniosku o wpis zmian w zakresie wspólników.
169;169. Proszę wymienić , jakie dane informacyjne podmioty wpisane do KRS obowiązane są umieszczać w oświadczeniach i pismach. Proszę omówić skutki uchybienia temu obowiązkowi.
170;170. Proszę omówić domniemania związane z wpisami w KRS oraz ich konsekwencje dla podmiotu rejestrowego i osób trzecich.
171;171. Proszę omówić podstawy wpisów do Rejestru dłużników niewypłacalnych oraz wskazać przypadki wpisu z urzędu i na wniosek - w świetle ustawy o Krajowym Rejestrze Sądowym.
172;172. Proszę wskazać dane zamieszczane w Rejestrze dłużników niewypłacalnych oraz podstawy wykreślenia wpisów z Rejestru dłużników niewypłacalnych w świetle ustawy o Krajowym Rejestrze Sądowym.
173;173. Jako radca prawny proszę wyjaśnić klientowi, w jakich przypadkach sąd rejestrowy może z urzędu wykreślić przedsiębiorcę z rejestru przedsiębiorców
174;174. Do radcy prawnego zgłosił się klient, który jest zatrudniony jako nauczyciel. Oprócz pracy w szkole, zamierza udzielać korepetycji i z tego osiągnie przychód około 200 - 300 zł miesięcznie, nie wyklucza jednak, że z czasem przychód wzrośnie. Proszę udzielić porady, czy ta działalność jest działalnością gospodarczą w rozumieniu ustawy – Prawo przedsiębiorców? Proszę omówić tzw. działalność nieewidencjonowaną.
175;175. Klient zamierza podjąć jednoosobową działalność gospodarczą. Nie będzie zatrudniał pracowników. Zapytał radcy prawnego, gdzie ma zarejestrować działalność i od kiedy może zacząć działać. Proszę udzielić porady, uwzględniając rejestrację działalności w formie elektronicznej i pisemnej. 
176;176. Klient będący przedsiębiorcą twierdzi, że zgodnie z ustawą – Prawo przedsiębiorców wszystkie wątpliwości we wszystkich postępowaniach muszą być zawsze rozstrzygane na jego korzyść. Czy tak jest w istocie? Jakie inne zasady w tym zakresie przewiduje ustawa – Prawo przedsiębiorców?
177;177. Klient będący przedsiębiorcą, zamierza zapłacić innemu przedsiębiorcy za usługę gotówką. Czy jest to zgodne z prawem? Kiedy przedsiębiorca musi rozliczać się za pośrednictwem rachunku bankowego?
178;178. Klientka, która prowadzi jednoosobową działalność gospodarczą zarejestrowaną w CEIDG i nie zatrudnia pracowników, chciałaby zawiesić wykonywanie działalności. Czy jest to możliwe, a jeżeli tak, na jakich zasadach i jakie czynności musi podjąć? 
179;179. Przedsiębiorca zawiesił wykonywanie działalności gospodarczej. Już po zawieszeniu otrzymał odpis pozwu i wezwanie z sądu – został pozwany w sprawie związanej z tą działalnością. Zapytał radcę prawnego, czy wystarczy wysłać do sądu pismo z informacją o zawieszeniu. Proszę udzielić porady prawnej i wyjaśnić, jakie czynności może w trakcie okresu zawieszenia wykonywać przedsiębiorca.
180;180. Klient pojawił się w kancelarii radcy prawnego z problemem interpretacji przepisów  dotyczących płatności składek na ubezpieczenie społeczne. Proszę udzielić porady, do kogo może zwrócić się z wnioskiem o interpretację indywidualną, co powinien zawierać wniosek i jakie będą skutki niewydania interpretacji przez organ w terminie ustawowym?
181;"181. Klient otrzymał interpretację indywidualną wydaną na podstawie przepisów ustawy – Prawo przedsiębiorców. Pojawił się u radcy prawnego z pytaniem, czy musi się do niej stosować; zapytał też, czy w przyszłości może ona ulec zmianie bez jego zgody. Proszę udzielić porady w zakresie mocy wiążącej i możliwości zmian interpretacji indywidualnej wydanej na podstawie ustawy – Prawo przedsiębiorców."
182;182. Klient usłyszał od kolegi, że jeżeli zwróci się do ministra, to minister wyda mu objaśnienia prawne w sprawie przepisów dotyczących działalności gospodarczej. Czy tak jest w istocie? Proszę wyjaśnić klientowi, czym są objaśnienia prawne, kto je wydaje i kto może złożyć wniosek o ich wydanie. 
183;183. Klient zamierza rozpocząć prowadzenie działalności gospodarczej w zakresie ochrony osób i mienia. Proszę udzielić porady klientowi, czym jest koncesja, gdzie dowie się o warunkach uzyskania koncesji, oraz czy właściwy organ może odmówić mu wydania koncesji, w oparciu o ustawę – Prawo przedsiębiorców.
184;184. Proszę udzielić klientowi porady na podstawie ustawy – Prawo przedsiębiorców, jak uzyskać wpis do rejestru działalności regulowanej. Czy właściwy organ może odmówić wpisu? 
185;185. Klient otrzymał zawiadomienie o zamiarze wszczęcia kontroli przez uprawniony organ. Proszę udzielić porady prawnej, w jakim terminie od doręczenia zawiadomienia może zostać wszczęta kontrola, jakie będą skutki przekroczenia tego terminu i czy jakiekolwiek czynności mogą zostać wykonane następnego dnia po doręczeniu zawiadomienia.
186;186. U klienta – przedsiębiorcy prowadzącego jednoosobową działalność gospodarczą pojawili się pracownicy organu kontroli. Klient przeanalizował treść okazanych mu upoważnień i stwierdził, że nie mają one wszystkich elementów wymaganych ustawą – Prawo przedsiębiorców. Jako radca prawny proszę udzielić porady prawnej, jakie środki odwoławcze przysługują klientowi. Czy wniesienie tego środka spowoduje wstrzymanie czynności kontrolnych?
187;187. Klient otrzymał zawiadomienie o zamiarze wszczęcia kontroli. W dniu kontroli był nieobecny i nie wskazał osoby upoważnionej – w siedzibie byli jednak jego pracownicy. Klient uważa, że skoro w trakcie czynności nie było właściciela, ani osoby upoważnionej, kontrola jest nieważna. Proszę udzielić porady, czy tak jest w istocie i kiedy kontrola może być prowadzona pod nieobecność przedsiębiorcy.
188;188. Klient miał zamiar prowadzić działalność gospodarczą. Złożył wniosek i został zarejestrowany w CEIDG. Dwa dni po dokonaniu wpisu, ale przed podjęciem jej wykonywania, otrzymał ofertę pracy za granicą. Zamierza skorzystać z tej propozycji i nie chce już prowadzić działalności gospodarczej. Proszę udzielić klientowi porady, jaką informację powinien zgłosić do CEIDG.
189;189. Klient zamierza rozpocząć działalność gospodarczą i chce wiedzieć, czy wszystkie jego dane będą udostępniane na stronie internetowej CEIDG. Proszę wyjaśnić klientowi, jakie informacje o przedsiębiorcy nie są, a jakie nie muszą być udostępniane. 
190;190. Klient w salonie telefonii komórkowej uzyskał informację, że ma przedłożyć zaświadczenie o wpisie do CEIDG. Proszę udzielić porady, jak uzyskać takie zaświadczenie. Czy istnieje obowiązek przedkładania takich zaświadczeń w postępowaniu administracyjnym?
191;191. Klient prowadzący działalność gospodarczą zarejestrowaną w CEIDG, zamierza ustanowić pełnomocnika. Proszę udzielić mu informacji, jakie skutki wywołuje opublikowanie w CEIDG informacji o pełnomocniku. 
192;192. Klient usłyszał o Punkcie Informacji dla Przedsiębiorcy i zapytał, czy jako mały przedsiębiorca może tam uzyskać poradę w swojej indywidualnej sprawie. Proszę wyjaśnić klientowi, czy uzyska taką poradę oraz czym jest Punkt i do jakich informacji zapewnia dostęp. 
193;193. Klient skarży się, że do lokalu użytkowego, którego jest najemcą, wciąż przychodzi korespondencja przeznaczona dla byłego najemcy. Były najemca nie ma już tytułu prawnego do lokalu, jednak nie zgłosił zmiany adresu do doręczeń do CEIDG. Jako radca prawny proszę udzielić klientowi porady prawnej, co w takiej sytuacji powinien zrobić.
194;194. Proszę omówić zakres przedmiotowy i podmiotowy ustawy o zwalczaniu nieuczciwej konkurencji. Proszę wskazać, czy ustawa ma zastosowanie do związków przedsiębiorców. Proszę wymienić co najmniej pięć stypizowanych czynów nieuczciwej konkurencji.
195;195. Jako radca prawny proszę wyjaśnić klientowi, na czym polega czyn nieuczciwej konkurencji oraz podać przykłady zachowań, które – jako naruszenie dobrych obyczajów, a nie naruszenie przepisów prawa – są czynami/czynem nieuczciwej konkurencji. 
196;196. Proszę omówić zagadnienie „oznaczenia przedsiębiorstwa” w kontekście czynów nieuczciwej konkurencji. Czy istnieje środek prawny pozwalający na sądowe wprowadzenie zmian do oznaczenia przedsiębiorstwa? Jakie żądanie pozwu zaproponowałby Pan/Pani w takiej sytuacji?
197;197. Proszę omówić tajemnicę   przedsiębiorstwa i jej ochronę na gruncie ustawy o zwalczaniu nieuczciwej konkurencji. Proszę podać przykłady tajemnicy przedsiębiorstwa w odniesieniu do rynku produktów leczniczych, usług prawnych, usług przewozowych.
198;198. Proszę omówić skutki prawne rozpowszechniania nieprawdziwych lub wprowadzających w błąd wiadomości o przedsiębiorcy lub przedsiębiorstwie w kontekście ustawy o zwalczaniu nieuczciwej konkurencji. 
199;199. Proszę omówić czyn nieuczciwej konkurencji polegający na utrudnianiu dostępu do rynku innym przedsiębiorcom. Proszę wskazać, czy – a jeśli tak, to w oparciu o jaką kwalifikację (tzn. jako nadużycie pozycji dominującej lub niedozwolone porozumienie antykonkurencyjne) – takie działanie może być przedmiotem zawiadomienia do UOKIK. 
200;200. Proszę omówić czyny nieuczciwej konkurencji w zakresie reklamy oraz podać co najmniej ich trzy przykłady. Proszę ponadto wskazać cechy reklamy porównawczej.
201;201. Proszę omówić sprzedaż połączoną z przyznaniem premii oraz sprzedaż lawinową - jako czyny nieuczciwej konkurencji w rozumieniu ustawy o zwalczaniu nieuczciwej konkurencji. Czy premie połączone ze sprzedażą są dozwolone, a jeśli tak, to kiedy? 
202;202. Jako radca prawny proszę wyjaśnić klientowi zasady odpowiedzialności cywilnoprawnej za czyny nieuczciwej konkurencji - w świetle ustawy o zwalczaniu nieuczciwej konkurencji, w tym wskazać termin przedawnienia roszczeń z tego tytułu. Proszę zaproponować treść żądania pozwu, którego celem jest uzyskanie od pozwanego oświadczenia o odpowiedniej treści i formie, w sytuacji popełnienia na szkodę klienta czynu nieuczciwej konkurencji w postaci rozpowszechniania nieprawdziwych informacji o przedsiębiorstwie Klienta.
203;203. Proszę scharakteryzować czyny nieuczciwej konkurencji podlegające odpowiedzialności karnej na podstawie ustawy o zwalczaniu nieuczciwej konkurencji, a także wskazać rodzaje sankcji przewidzianych w tym zakresie.
204;204. Na czym polega ochrona towaru lub usługi ze względu na pochodzenie z określonego regionu lub miejsca? Proszę udzielić porady prawnej przedsiębiorcy A w następującym stanie faktycznym: „Przedsiębiorca A wprowadza do obrotu na terytorium Polski towar chroniony ze względu na pochodzenie we Francji. Po kilku latach obecności na rynku przedsiębiorca A uzyskuje wiedzę, że konkurent przedsiębiorca B również wprowadza podobny towar wykorzystując chronione oznaczenia produktu. Po sprawdzeniu okazuje się, że towar jest polską podróbką towaru francuskiego, a francuski producent nie zezwolił przedsiębiorcy B na sprzedaż produktu oryginalnego w Polsce.”.
205;205. Proszę omówić czyny nieuczciwej konkurencji, które mogą być dokonane przez wierzyciela i biuro informacji gospodarczej w związku z przekazaniem informacji gospodarczej do biura informacji gospodarczej na gruncie ustawy z dnia 9 kwietnia 2010 r. o udostępnianiu informacji gospodarczych i wymianie danych gospodarczych.
206;206. Proszę omówić pojęcie dostaw oraz usług robót budowlanych, o których mowa w ustawie Prawo zamówień publicznych oraz podać przykłady obrazujące wymienione kategorie przedmiotów zamówienia publicznego. 
207;207. Proszę omówić pojęcie cyklu życia, o którym mowa w ustawie Prawo zamówień publicznych.
208;208. Proszę podać okres związania wykonawcy złożoną przez niego ofertą oraz możliwości i zasady przedłużenia tego okresu, zgodnie z ustawą Prawo zamówień publicznych. Jeżeli termin składania ofert wyznaczono na dzień 1 marca, to kiedy on upłynie, w sytuacji gdy Zamawiający ustalił w SIWZ termin związania ofertą na 60 dni, a tym samym - do kiedy powinna być ważna gwarancja bankowa stanowiąca wadium w tym postępowaniu? 
209;209. Czy po otwarciu ofert, wykonawca, który się rozmyślił, może wycofać swoją ofertę? Czy może bez konsekwencji odmówić zawarcia umowy, jeżeli jego oferta zostanie wybrana?  Jak powinien zachować się zamawiający, jeżeli wybrany wykonawca odmówi zawarcia umowy?
210;210. Proszę wymienić i omówić pozytywne przesłanki stosowania ustawy - Prawo zamówień publicznych. W jakim zakresie ustawa Prawo zamówień publicznych znajduje zastosowanie do usług społecznych. Proszę podać przykład takich usług.
211;211. Proszę wymienić i omówić najczęściej występujące w praktyce wyłączenia stosowania ustawy Prawo zamówień publicznych. Proszę wskazać, czy gmina X będzie zobowiązana do zastosowania ustawy Prawo zamówień publicznych, jeżeli przedmiotem zamówienia będzie najem lokalu mającego stanowić siedzibę urzędu gminy. Czy umowa może być zawarta na czas nieokreślony? 
212;212. Proszę wskazać, na jakich zasadach odbywa się udzielanie zamówień na usługi prawne zgodnie z ustawą Prawo zamówień publicznych. Jakie usługi prawne nie podlegają przepisom ustawy?
213;213. Proszę wskazać zasady udzielania zamówień publicznych oraz szerzej omówić zasadę jawności na podstawie przetargu nieograniczonego. 
214;214. Klient, jednostka sektora finansów publicznych chce ogłosić przetarg zgodnie z ustawą – Prawo zamówień publicznych. Proszę udzielić porady, czy może komunikować się z wykonawcami w tradycyjnej formie pisemnej? 
215;215. Proszę podać zasady publikacji ogłoszeń, o których mowa w ustawie Prawo zamówień publicznych oraz tryb ich ewentualnej modyfikacji w zależności od trybu i wartości zamówienia. 
